"idauniq","W4_Drink","W5_Drink","W6_Drink","W7_Drink","W8_Drink","Sex"
111937,2,2,1,2,2,2
111944,1,1,1,1,1,2
111951,2,2,2,2,2,1
111952,-99,-99,-99,-99,-99,1
111959,-99,-99,-99,-99,-99,2
111961,2,-99,2,2,2,2
111962,-99,2,2,2,1,1
111965,2,3,3,4,3,2
111967,3,3,3,3,3,1
111971,2,3,3,2,2,1
111972,2,2,2,2,2,2
111978,2,2,2,1,1,2
111979,2,2,2,2,2,1
111981,2,-99,2,2,2,2
111982,2,2,2,3,3,1
111983,-99,-99,-99,-99,-99,1
111984,1,-99,-99,-99,1,2
111985,-99,-99,-99,-99,-99,2
111987,-99,2,2,2,2,2
111991,2,2,3,2,2,1
111993,1,1,1,-99,1,2
111995,2,2,1,2,2,1
111996,2,2,2,1,1,2
111998,3,3,3,3,3,1
111999,-99,-99,-99,-99,-99,2
112002,2,3,2,3,3,1
112006,2,2,2,2,2,2
112008,1,-99,-99,-99,1,2
112015,3,2,2,2,3,2
112021,-99,1,2,1,-99,2
112024,3,3,3,3,3,1
112030,2,2,3,3,2,2
112038,-99,2,-99,3,3,1
112042,2,2,3,3,3,2
112043,-99,1,1,-99,1,2
112046,1,1,1,1,1,1
112048,-99,-99,-99,-99,-99,1
112054,2,2,1,2,2,2
112057,2,2,2,2,2,2
112058,-99,-99,-99,-99,-99,2
112060,3,3,3,3,3,1
112067,-99,-99,1,1,-99,2
112083,2,2,3,3,2,1
112086,1,2,1,1,1,2
112087,-99,-99,-99,-99,-99,2
112090,3,3,3,1,3,1
112093,1,1,-99,-99,1,1
112097,3,3,3,3,3,1
112098,3,3,3,3,3,2
112101,1,2,2,-99,1,2
112107,1,3,3,1,3,1
112111,-99,-99,-99,-99,-99,2
112112,4,3,3,-99,-99,1
112115,2,1,2,-99,1,2
112116,3,2,3,3,2,2
112124,-99,1,-99,-99,-99,2
112137,3,3,3,3,2,2
112139,2,2,2,2,2,2
112140,3,3,3,3,3,1
112142,3,3,2,2,3,1
112145,1,-99,1,1,1,2
112152,1,1,1,-99,1,2
112154,3,2,2,2,2,2
112163,3,3,3,3,3,2
112174,4,4,3,4,3,2
112177,2,2,1,1,-99,2
112179,2,2,2,1,2,2
112182,3,3,3,3,3,1
112185,2,2,2,2,2,2
112189,-99,-99,-99,-99,-99,2
112194,-99,-99,1,-99,1,1
112195,1,1,-99,-99,-99,2
112206,1,2,2,3,2,2
112208,1,1,1,-99,-99,2
112210,2,2,3,1,2,2
112214,1,3,3,3,3,1
112215,-99,2,1,1,1,2
112218,2,2,2,-99,-99,2
112219,2,1,1,1,2,2
112228,2,3,2,2,2,1
112229,3,3,3,3,3,1
112231,2,2,2,2,2,2
112232,3,2,2,2,2,1
112236,2,1,2,1,2,2
112244,2,1,1,1,2,2
112249,3,3,3,-99,3,1
112253,2,2,1,1,1,2
112256,-99,-99,-99,1,-99,2
112258,3,3,3,3,3,1
112263,2,1,2,1,1,1
112275,2,3,3,3,2,2
112277,3,3,3,2,2,1
112279,-99,-99,1,-99,-99,2
112282,1,1,1,1,1,1
112284,4,2,3,3,3,1
112285,2,2,2,2,2,2
112287,2,2,1,2,2,2
112290,2,2,2,2,-99,2
112295,1,1,-99,-99,-99,1
112299,2,1,2,2,2,2
112301,2,2,1,2,2,2
112302,1,1,1,-99,-99,1
112304,2,2,2,2,2,2
112307,2,2,2,2,2,2
112313,-99,1,1,-99,-99,1
112318,-99,1,-99,1,-99,2
112323,2,2,2,2,2,2
112334,1,1,-99,-99,-99,1
112335,3,3,-99,3,2,1
112340,-99,-99,1,1,-99,2
112344,1,1,1,1,3,2
112345,2,2,-99,-99,2,2
112352,1,2,1,2,2,2
112353,2,2,2,2,3,2
112355,1,2,1,2,1,2
112358,3,3,3,2,3,1
112359,2,2,2,2,2,1
112368,1,1,1,1,-99,2
112369,-99,2,-99,-99,-99,2
112373,1,-99,-99,-99,-99,2
112379,1,3,-99,-99,3,2
112397,2,2,2,1,2,2
112413,2,2,2,2,2,2
112422,3,3,3,3,3,1
112426,2,2,1,1,1,2
112427,4,-99,2,2,2,2
112432,2,2,2,1,2,1
112434,1,1,2,-99,1,1
112440,2,2,2,2,2,1
112441,4,4,3,4,4,1
112442,1,1,1,1,1,1
112444,3,3,3,2,3,1
112458,1,2,1,1,-99,2
112461,1,-99,2,1,1,1
112463,3,3,2,2,-99,1
112464,4,3,3,3,4,1
112466,-99,-99,-99,-99,-99,2
112469,1,-99,1,-99,-99,2
112473,3,-99,3,2,2,2
112484,3,3,3,2,2,2
112488,2,2,2,2,2,2
112489,3,3,3,3,2,1
112491,-99,1,-99,-99,1,2
112493,2,2,2,2,2,2
112494,2,2,2,2,1,2
112503,1,1,2,1,1,2
112504,2,2,2,2,1,1
112506,-99,-99,-99,-99,-99,2
112510,-99,-99,-99,-99,-99,2
112514,2,2,2,2,2,2
112517,2,2,1,1,1,1
112518,1,1,1,1,-99,1
112522,4,3,3,2,1,1
112523,-99,-99,-99,-99,-99,2
112539,2,1,1,-99,1,2
112540,-99,1,-99,-99,-99,2
112541,1,2,1,1,2,2
112542,3,3,2,2,3,2
112543,3,2,2,2,2,1
112545,2,2,2,2,2,2
112548,2,2,2,2,2,2
112558,3,2,3,2,3,1
112559,1,2,1,1,1,2
112566,1,-99,1,-99,-99,1
112568,1,1,-99,-99,-99,1
112570,1,-99,1,-99,-99,2
112571,2,2,2,1,1,1
112578,1,1,1,1,1,1
112580,3,2,2,-99,-99,2
112583,1,1,1,1,-99,2
112584,2,2,-99,-99,2,2
112588,-99,-99,-99,-99,-99,2
112593,3,3,-99,3,2,2
112601,-99,1,2,1,1,2
112607,2,3,2,2,2,1
112612,2,3,2,3,2,1
112614,2,2,2,2,1,2
112615,-99,2,1,1,2,1
112629,-99,-99,-99,-99,-99,2
112633,2,1,2,1,1,1
112658,2,3,3,3,3,2
112659,3,4,4,3,3,1
112662,1,2,1,1,1,2
112666,3,3,3,3,3,1
112668,1,1,-99,1,-99,2
112669,-99,-99,-99,-99,-99,1
112670,-99,-99,2,-99,-99,2
112672,2,4,2,2,2,1
112679,2,1,2,2,2,1
112683,2,3,2,2,2,2
112696,-99,3,2,2,2,2
112699,2,2,2,2,2,2
112700,-99,-99,-99,-99,-99,2
112701,-99,-99,-99,-99,-99,1
112704,4,2,4,3,3,1
112705,3,-99,3,2,3,2
112709,-99,-99,-99,-99,2,2
112712,-99,-99,-99,-99,-99,2
112714,2,2,2,2,2,2
112722,2,2,3,2,3,1
112723,2,3,3,3,3,2
112726,3,3,1,2,2,1
112732,-99,2,3,-99,2,2
112739,2,2,1,-99,1,2
112741,2,2,1,1,-99,2
112743,1,1,1,1,-99,2
112746,-99,2,2,1,1,1
112750,-99,-99,-99,-99,-99,2
112751,3,2,2,2,3,1
112753,3,3,3,3,3,1
112768,2,-99,1,2,2,1
112769,1,1,1,1,1,2
112771,3,3,1,-99,2,1
112774,1,1,1,2,1,2
112780,1,1,1,1,1,2
112786,3,3,3,-99,3,1
112788,3,3,3,3,3,1
112790,2,2,2,2,2,1
112793,3,3,3,4,3,2
112796,4,4,4,4,1,1
112798,2,1,2,2,2,2
112801,4,2,2,3,2,1
112814,4,3,4,3,3,2
112815,3,3,3,2,3,1
112816,-99,1,1,1,2,2
112824,3,3,2,2,2,1
112830,2,1,1,1,1,2
112834,3,3,3,3,3,1
112836,-99,-99,-99,-99,-99,1
112843,1,1,1,1,1,2
112847,2,1,2,1,1,2
112850,1,-99,-99,-99,-99,1
112851,-99,1,1,2,2,2
112860,1,2,1,-99,2,2
112861,-99,3,3,2,3,2
112863,3,2,2,3,3,1
112865,1,-99,-99,1,1,2
112869,3,2,2,3,2,2
112874,2,2,2,2,1,1
112878,2,2,2,2,2,2
112880,1,1,1,-99,-99,2
112905,2,2,1,2,2,1
112914,2,2,2,2,2,2
112924,1,1,2,-99,2,2
112925,3,3,3,3,3,1
112933,2,2,1,1,1,1
112938,3,3,3,3,3,2
112945,1,1,1,1,-99,1
112948,4,3,2,3,4,1
112951,-99,2,-99,2,1,1
112952,-99,-99,-99,-99,-99,1
112955,2,3,3,3,3,2
112963,2,2,2,2,2,2
112968,1,1,1,1,1,2
112971,3,3,4,3,3,1
112972,-99,-99,-99,-99,-99,2
112975,-99,-99,-99,-99,-99,1
112976,1,1,1,2,1,2
112979,2,2,2,2,2,2
112992,1,1,1,2,1,2
112993,2,3,2,3,3,2
112994,3,3,3,3,3,2
112996,1,1,-99,-99,-99,2
112999,2,2,2,1,-99,1
113001,2,2,2,-99,2,2
113004,3,3,3,2,2,1
113005,-99,2,2,4,2,2
113006,3,2,2,2,3,1
113007,3,3,3,-99,3,2
113012,2,2,2,2,2,2
113015,3,3,3,3,3,1
113025,-99,-99,1,1,-99,2
113030,3,3,2,2,2,1
113034,3,3,3,3,3,1
113036,2,1,2,-99,-99,2
113040,2,2,2,2,2,2
113041,-99,-99,-99,-99,-99,2
113042,1,1,1,2,1,2
113045,1,1,1,1,1,1
113048,3,3,3,-99,3,2
113061,3,3,2,2,3,1
113064,2,2,2,2,2,1
113077,1,-99,-99,1,-99,2
113082,1,1,1,1,1,2
113087,3,4,3,1,3,2
113092,2,2,3,2,2,2
113093,-99,3,4,4,-99,2
113098,1,-99,-99,-99,-99,2
114259,2,3,1,2,3,2
114398,-99,-99,-99,-99,-99,1
114549,-99,-99,-99,-99,-99,2
114638,2,3,2,3,3,1
114818,3,4,2,2,-99,2
115061,2,1,1,1,2,1
115097,3,2,2,2,2,2
115244,2,3,2,2,2,2
115300,2,3,2,2,3,2
115554,-99,-99,-99,-99,-99,1
115717,-99,3,4,3,1,1
115796,2,2,-99,-99,-99,2
115918,3,3,2,3,4,1
115992,2,2,2,1,1,1
116000,2,2,2,2,-99,1
116086,-99,-99,3,3,-99,1
116237,4,3,3,3,4,1
116323,-99,-99,-99,-99,-99,2
116435,1,1,1,1,1,1
116685,2,2,2,1,1,1
116687,2,2,3,3,3,1
116689,2,2,1,-99,2,2
116691,-99,2,2,1,2,2
116692,2,2,1,2,2,1
116698,1,2,1,-99,1,2
116703,3,3,3,3,3,1
116709,2,2,2,-99,-99,2
116712,2,2,-99,-99,-99,2
116725,2,2,2,1,2,2
116727,2,3,2,2,2,2
116737,1,-99,-99,-99,-99,1
116738,-99,-99,-99,-99,-99,1
116740,2,2,2,2,1,2
116742,3,2,2,2,2,1
116743,3,3,3,3,3,2
116744,4,4,4,4,3,1
116751,2,2,2,2,2,1
116753,3,3,3,3,3,2
116757,-99,-99,4,4,4,2
116759,2,1,-99,1,-99,1
116769,-99,2,-99,-99,1,1
116771,4,3,4,4,4,1
116772,1,2,2,2,2,2
116773,1,-99,-99,-99,-99,1
116774,3,1,1,-99,-99,1
116775,2,2,2,1,1,2
116776,3,3,1,3,3,2
116778,3,2,-99,2,1,1
116779,-99,-99,-99,-99,-99,2
116780,2,2,2,1,1,2
116788,-99,2,3,-99,3,2
116789,3,2,2,2,2,2
116790,-99,-99,-99,1,1,2
116791,2,2,2,-99,2,1
116794,-99,1,-99,1,-99,2
116796,-99,1,-99,1,1,1
116797,2,2,2,2,1,1
116798,2,2,2,2,1,1
116801,-99,1,1,1,1,1
116805,1,1,1,1,1,2
116806,1,-99,1,1,1,1
116812,2,2,2,2,2,1
116816,2,2,1,1,2,1
116817,2,2,2,2,2,1
116820,-99,-99,-99,-99,-99,2
116821,3,3,3,3,3,1
116838,2,2,2,2,2,2
116843,2,1,2,2,1,2
116846,1,-99,-99,1,-99,2
116847,-99,-99,1,1,1,2
116848,-99,-99,-99,-99,-99,2
116849,-99,-99,-99,-99,-99,2
116850,-99,1,2,-99,-99,1
116856,2,2,3,2,2,1
116862,-99,-99,2,2,2,1
116868,2,1,1,1,2,2
116873,-99,-99,2,-99,1,2
116874,1,-99,-99,1,1,2
116877,3,3,3,3,3,1
116880,2,1,2,3,3,2
116883,-99,2,2,2,2,2
116888,-99,-99,-99,-99,-99,2
116891,1,1,1,2,1,2
116892,3,2,-99,3,3,1
116901,1,1,1,1,-99,2
116903,2,2,2,3,2,1
116905,-99,-99,-99,-99,-99,2
116910,2,2,2,2,2,2
116914,1,2,2,1,2,2
116921,-99,-99,-99,-99,-99,2
116925,2,2,2,2,2,1
116929,-99,1,1,1,1,2
116932,4,-99,2,-99,3,1
116939,-99,4,4,4,4,1
116944,2,2,2,1,1,1
116945,2,3,3,3,1,1
116947,-99,-99,-99,-99,-99,2
116955,2,2,2,2,2,1
116960,2,2,2,-99,2,1
116961,3,2,2,-99,2,2
116972,3,3,3,3,3,1
116974,3,2,3,3,3,1
116978,4,4,3,4,4,2
116979,1,1,1,1,1,2
116996,3,-99,2,3,3,1
117001,-99,-99,-99,-99,1,1
117003,3,3,2,2,3,1
117006,-99,1,-99,-99,-99,2
117007,3,-99,-99,-99,-99,1
117008,1,1,1,2,2,2
117010,3,2,1,2,1,1
117013,1,1,2,1,1,2
117014,-99,-99,-99,-99,-99,2
117015,2,1,2,2,1,2
117016,2,2,2,-99,2,2
117020,3,3,2,2,3,2
117023,1,1,1,1,1,1
117024,-99,-99,-99,-99,-99,2
117028,1,2,2,1,1,1
117030,2,2,2,1,2,2
117032,2,-99,-99,-99,1,1
117034,2,2,1,2,1,2
117035,2,2,1,2,2,2
117044,2,-99,-99,-99,-99,2
117045,-99,-99,-99,-99,-99,2
117051,2,2,3,3,2,1
117053,2,2,2,2,-99,1
117055,1,4,4,3,3,1
117057,3,4,4,3,3,2
117058,2,2,1,1,1,2
117068,-99,-99,-99,-99,-99,2
117069,2,2,-99,-99,-99,1
117074,3,3,3,3,3,1
117079,1,1,1,2,1,2
117080,3,3,3,-99,3,1
117081,2,1,2,2,1,1
117084,3,3,2,-99,3,1
117090,-99,2,1,2,2,2
117093,2,3,3,2,2,1
117096,1,1,-99,1,2,2
117097,1,-99,1,1,-99,2
117106,-99,-99,-99,-99,-99,1
117107,1,-99,-99,2,-99,2
117113,1,2,2,2,2,2
117116,1,1,1,1,1,2
117118,2,2,2,2,2,2
117119,-99,-99,-99,-99,-99,2
117123,2,2,2,2,2,1
117127,-99,-99,-99,1,-99,2
117129,-99,1,2,1,2,2
117131,2,2,2,2,2,1
117137,2,3,2,1,3,1
117141,2,1,2,1,1,2
117142,1,2,1,2,1,2
117154,3,3,1,3,3,1
117157,3,3,1,-99,-99,1
117158,2,2,2,2,2,2
117159,2,2,2,-99,2,2
117163,2,2,2,2,1,2
117164,2,3,2,2,2,1
117167,3,3,1,2,2,1
117171,2,2,3,3,3,1
117174,1,-99,1,1,1,2
117175,3,3,3,3,3,1
117178,2,2,2,1,2,2
117179,3,3,3,2,1,2
117190,1,-99,-99,-99,-99,2
117191,-99,2,1,1,1,2
117192,-99,2,2,2,-99,2
117195,-99,-99,-99,-99,-99,1
117197,3,3,4,3,3,2
117200,3,3,3,3,3,1
117202,2,2,2,3,-99,2
117206,4,-99,4,-99,4,2
117215,3,2,2,-99,2,2
117218,3,3,4,4,4,2
117221,2,2,2,2,2,1
117224,3,4,4,4,4,1
117228,2,2,2,2,2,1
117233,2,1,1,2,1,2
117235,2,2,1,-99,-99,2
117237,2,3,3,2,3,2
117244,2,-99,2,3,2,2
117247,3,-99,1,3,-99,2
117248,1,-99,-99,-99,-99,2
117254,2,1,2,2,-99,1
117259,4,3,3,3,4,2
117260,3,3,3,-99,2,1
117263,1,-99,-99,-99,-99,2
117265,3,1,3,3,3,2
117267,3,3,3,3,3,1
117268,2,2,2,2,-99,1
117275,-99,-99,-99,-99,-99,2
117290,-99,1,1,-99,-99,1
117291,3,3,3,-99,3,1
117294,3,3,2,3,2,1
117295,2,2,2,2,2,1
117296,2,-99,2,1,1,2
117297,2,3,2,1,2,2
117301,3,3,3,2,3,1
117302,-99,-99,1,1,1,2
117303,-99,-99,-99,-99,-99,2
117304,1,2,-99,-99,-99,2
117306,3,2,2,2,1,1
117310,2,-99,1,2,2,2
117314,2,3,2,2,2,1
117315,3,3,3,3,2,2
117316,1,2,1,1,-99,2
117322,2,2,2,2,3,2
117324,-99,-99,-99,-99,-99,2
117328,1,1,1,1,1,2
117329,4,4,4,4,4,1
117332,3,3,3,1,2,1
117337,-99,-99,-99,-99,-99,1
117343,3,3,-99,-99,-99,2
117346,3,3,3,3,3,1
117350,3,3,2,2,3,1
117352,-99,-99,-99,-99,-99,2
117353,-99,-99,-99,-99,-99,1
117362,2,2,2,2,1,1
117373,2,1,1,1,1,2
117374,2,1,1,-99,1,1
117382,2,2,2,2,2,1
117396,1,1,1,-99,1,2
117403,3,3,2,3,3,2
117406,2,2,2,1,2,2
117407,3,4,3,3,3,2
117408,3,3,3,3,3,1
117410,2,1,2,2,2,1
117411,2,1,1,-99,1,1
117415,3,3,3,4,3,2
117419,2,-99,2,1,2,1
117421,4,4,4,4,3,1
117424,-99,-99,-99,-99,-99,2
117428,-99,3,2,2,1,1
117433,2,2,2,2,2,1
117434,4,-99,3,3,-99,1
117444,1,-99,1,2,1,2
117446,3,2,3,3,3,1
117449,2,2,3,1,2,2
117450,2,2,2,2,2,2
117451,2,-99,1,1,-99,2
117452,1,-99,-99,-99,-99,2
117454,3,2,3,3,3,1
117455,1,-99,-99,-99,-99,2
117458,-99,-99,-99,-99,-99,2
117463,2,2,2,2,2,2
117469,3,1,3,3,4,1
117472,3,3,2,3,2,2
117476,2,1,1,2,1,1
117481,2,2,2,2,2,2
117483,4,4,4,4,4,1
117485,1,1,1,-99,1,2
117486,2,2,1,1,1,1
117488,-99,-99,-99,-99,-99,2
117490,3,2,3,2,2,1
117491,-99,-99,-99,-99,1,1
117492,2,2,2,3,2,2
117493,-99,1,1,2,2,2
117495,2,3,2,2,2,2
117496,-99,1,-99,1,1,2
117504,-99,-99,1,-99,-99,2
117525,-99,-99,-99,-99,-99,2
117527,1,1,1,-99,-99,2
117528,2,2,2,2,2,1
117530,2,2,2,2,2,2
117531,-99,2,1,2,2,2
117536,1,-99,1,1,-99,2
117537,-99,-99,-99,-99,-99,1
117540,-99,-99,-99,-99,-99,2
117542,3,3,2,3,3,1
117544,-99,-99,1,1,-99,2
117550,3,2,2,2,2,2
117557,2,2,2,1,1,2
117568,2,2,1,2,2,1
117569,4,2,3,2,3,2
117573,-99,-99,-99,-99,-99,1
117575,2,2,2,1,2,2
117577,-99,-99,-99,2,1,1
117578,3,3,3,4,2,1
117580,-99,2,2,2,1,2
117582,-99,1,-99,2,2,1
117583,2,2,-99,-99,2,2
117584,3,3,3,2,2,2
117585,1,2,1,1,1,2
117586,2,2,2,2,2,2
117589,-99,2,1,1,1,2
117590,2,2,2,2,2,1
117591,3,3,4,3,3,2
117592,2,2,2,2,2,2
117601,-99,3,3,3,3,1
117602,2,3,3,2,3,1
117603,1,1,1,1,1,1
117606,2,2,2,1,1,2
117614,-99,-99,-99,-99,-99,1
117616,2,2,2,2,2,2
117619,-99,2,1,-99,-99,1
117620,-99,3,1,2,3,1
117621,2,2,2,2,2,2
117626,3,2,2,2,3,1
117628,-99,3,3,3,2,1
117632,2,2,2,3,3,2
117636,2,-99,3,2,2,1
117639,2,-99,-99,-99,-99,2
117643,4,4,4,4,4,1
117650,-99,1,2,2,2,2
117652,2,2,2,2,2,2
117655,2,2,2,2,2,2
117658,2,2,2,1,2,2
117662,2,2,-99,-99,2,1
117664,-99,-99,-99,-99,-99,1
117666,2,2,2,2,2,1
117668,-99,1,-99,-99,-99,2
117671,2,2,2,2,3,1
117675,2,3,2,-99,3,2
117676,3,3,3,3,3,1
117677,3,3,-99,-99,-99,2
117682,-99,-99,-99,-99,-99,2
117683,2,2,2,2,3,2
117691,3,3,3,3,3,1
117692,1,1,1,1,1,2
117697,-99,2,1,-99,-99,2
117707,1,-99,-99,-99,-99,2
117710,-99,-99,-99,-99,-99,2
117711,2,3,3,3,3,2
117713,1,2,1,2,2,2
117716,3,3,2,2,2,2
117718,3,2,2,1,1,1
117719,2,2,2,-99,2,2
117723,3,3,3,3,3,1
117727,2,2,2,2,2,2
117730,2,2,2,1,2,2
117736,3,3,3,3,2,2
117742,-99,-99,-99,-99,-99,2
117748,2,2,3,2,2,1
117749,-99,-99,-99,-99,-99,2
117750,-99,2,2,3,2,1
117753,-99,1,1,-99,2,2
117761,3,3,3,2,2,2
117763,-99,-99,-99,-99,-99,2
117764,1,2,2,2,1,2
117766,2,2,2,3,2,1
117775,2,2,2,2,1,2
117780,2,2,2,2,2,1
117783,2,2,3,2,-99,2
117788,2,2,2,2,2,1
117790,-99,-99,1,-99,-99,2
117792,-99,-99,-99,2,-99,2
117796,2,2,2,2,2,1
117798,2,2,2,-99,2,2
117799,1,1,1,1,1,2
117802,3,3,1,3,3,1
117805,3,2,2,3,3,2
117806,1,1,1,1,1,2
117808,2,2,1,-99,-99,2
117810,1,1,1,1,1,1
117813,-99,2,1,1,3,2
117814,2,2,2,-99,2,2
117816,3,2,3,3,3,1
117817,-99,1,2,1,1,2
117822,-99,1,2,1,1,2
117824,-99,-99,-99,-99,-99,2
117826,2,-99,2,2,3,2
117830,2,1,2,2,2,2
117831,-99,3,3,3,3,1
117834,2,2,1,2,1,1
117839,-99,-99,1,1,-99,2
117842,2,3,2,2,2,1
117845,2,2,2,2,2,2
117846,1,-99,1,1,1,2
117849,4,4,4,4,4,1
117850,-99,2,2,2,2,2
117852,2,3,2,2,2,1
117856,2,2,1,1,1,1
117864,1,2,1,2,2,2
117865,2,2,2,1,2,1
117866,3,3,2,2,3,1
117871,1,-99,-99,-99,-99,2
117874,-99,-99,-99,-99,-99,2
117878,2,2,2,1,2,2
117882,2,2,2,1,2,1
117885,2,-99,2,2,2,1
117887,1,1,1,1,1,2
117888,-99,1,-99,-99,-99,2
117889,2,2,1,2,2,1
117895,1,1,1,1,-99,1
117899,-99,-99,-99,-99,-99,2
117900,2,3,2,2,2,2
117903,2,2,2,2,2,2
117906,2,2,2,2,-99,2
117912,1,2,-99,-99,-99,1
117920,1,2,1,1,1,2
117921,-99,2,1,2,2,1
117922,1,1,1,1,-99,2
117925,-99,-99,-99,-99,-99,2
117932,2,2,1,2,2,2
117935,2,2,2,1,1,2
117939,2,2,2,3,3,2
117942,1,-99,-99,-99,-99,2
117944,2,2,2,2,2,1
117952,3,3,-99,3,3,1
117954,2,2,2,2,2,2
117956,1,-99,-99,1,1,2
117968,1,1,1,1,1,1
117970,-99,-99,-99,2,-99,1
117971,3,3,4,3,-99,2
117974,2,3,3,2,3,2
117976,2,2,2,2,3,1
117977,3,-99,3,3,4,1
117979,-99,-99,-99,-99,2,2
117981,3,3,3,3,3,1
117988,3,3,3,3,3,1
117991,2,2,2,2,2,1
117996,2,3,2,2,3,1
118001,2,1,1,1,2,1
118002,2,3,2,2,2,1
118012,1,1,1,1,-99,1
118016,2,1,1,-99,1,2
118020,2,2,-99,2,2,2
118033,3,3,2,3,3,1
118034,-99,2,-99,3,3,2
118040,2,2,2,2,2,1
118041,1,-99,-99,1,-99,1
118047,-99,-99,-99,1,1,2
118051,4,3,4,4,4,1
118054,3,2,2,2,2,1
118055,3,2,3,2,3,2
118056,2,2,2,2,2,2
118058,4,3,4,4,4,1
118063,3,3,3,3,3,2
118064,2,1,2,-99,1,1
118067,2,2,2,2,-99,1
118068,2,2,1,2,2,2
118071,2,-99,-99,-99,1,2
118073,2,2,1,1,1,2
118074,-99,-99,-99,-99,-99,1
118075,2,-99,-99,-99,-99,2
118080,-99,2,1,2,2,2
118081,2,2,2,2,2,1
118082,-99,1,1,1,1,2
118084,3,3,2,2,-99,1
118089,3,-99,-99,3,3,1
118092,2,1,1,1,1,1
118094,1,3,3,3,3,1
118096,-99,3,2,2,3,2
118098,1,1,1,1,1,1
118101,2,3,-99,2,-99,2
118103,2,2,2,2,2,2
118116,2,1,2,1,1,2
118118,2,2,3,2,2,2
118120,2,1,1,1,1,2
118122,2,1,3,2,2,2
118125,3,3,3,3,3,2
118131,2,1,2,2,1,2
118135,-99,-99,-99,-99,-99,1
118136,2,2,2,2,3,2
118137,4,3,3,3,4,2
118142,2,2,2,2,2,1
118143,2,3,3,2,1,2
118145,-99,3,3,3,3,1
118146,1,1,1,1,1,1
118148,3,2,2,2,3,1
118150,2,2,1,-99,1,2
118152,2,2,3,3,2,2
118156,3,3,1,1,1,2
118165,-99,-99,-99,-99,-99,2
118169,-99,-99,-99,-99,-99,2
118173,3,-99,3,-99,-99,2
118174,-99,-99,-99,-99,-99,1
118176,3,3,2,3,3,1
118180,2,2,2,2,2,2
118182,3,3,3,3,1,1
118184,2,2,2,-99,1,2
118186,3,2,3,2,2,1
118190,-99,-99,-99,-99,-99,1
118191,1,2,-99,-99,2,2
118198,-99,3,3,3,3,1
118200,2,2,2,2,2,1
118210,-99,-99,-99,-99,-99,1
118218,2,-99,1,1,-99,2
118219,2,2,1,1,1,2
118221,2,2,1,1,1,1
118224,-99,1,-99,-99,-99,2
118231,4,3,4,3,4,1
118238,3,3,1,3,2,1
118239,2,-99,-99,-99,-99,2
118243,2,2,2,3,2,1
118249,-99,1,1,-99,2,2
118252,-99,-99,2,-99,1,2
118254,-99,1,1,1,1,2
118260,2,3,2,3,-99,2
118261,2,1,1,2,1,2
118269,2,2,2,2,2,2
118271,3,3,3,3,3,1
118272,1,-99,1,-99,1,2
118273,3,2,2,3,3,1
118281,3,3,3,-99,-99,1
118284,1,3,3,3,3,2
118287,-99,2,1,2,2,2
118289,2,2,2,2,2,2
118290,1,2,2,1,2,2
118291,2,2,2,1,1,2
118292,3,2,2,2,1,2
118298,2,2,2,2,1,2
118300,2,2,2,2,1,2
118302,3,-99,3,3,3,2
118303,3,2,3,3,3,1
118310,1,2,1,1,-99,2
118313,-99,-99,-99,-99,-99,2
118316,1,1,2,1,2,1
118319,2,2,2,2,2,2
118320,2,2,3,2,3,1
118336,1,1,1,1,1,2
118340,1,1,1,-99,1,2
118345,3,3,1,2,3,2
118346,-99,-99,-99,-99,-99,2
118347,2,2,-99,2,2,1
118349,2,1,1,1,1,2
118351,1,1,-99,-99,1,2
118352,-99,2,2,2,2,2
118356,1,-99,-99,-99,-99,2
118358,2,1,1,1,1,1
118360,2,3,4,2,2,2
118364,4,2,4,4,4,1
118365,4,4,4,4,3,2
118367,-99,-99,-99,2,2,1
118368,3,2,2,2,2,2
118371,3,2,3,2,2,1
118373,-99,-99,-99,-99,-99,2
118374,1,1,1,1,1,2
118375,-99,-99,-99,-99,-99,2
118382,2,2,2,2,2,1
118386,1,1,1,-99,-99,2
118388,2,2,2,1,1,2
118392,3,2,1,3,2,2
118393,2,2,2,2,3,2
118400,3,3,2,3,3,2
118416,1,2,3,1,2,2
118419,4,4,4,4,4,2
118425,-99,-99,-99,-99,-99,1
118429,3,4,3,3,3,2
118430,3,3,1,3,3,1
118436,-99,-99,-99,-99,-99,2
118439,1,-99,1,1,1,1
118445,2,2,1,1,1,2
118446,2,2,1,1,1,2
118455,2,2,2,2,3,2
118458,2,1,2,2,2,2
118460,2,-99,3,2,-99,1
118466,-99,-99,2,2,2,2
118471,2,2,2,1,1,1
118475,-99,1,-99,-99,2,1
118478,3,-99,-99,-99,2,1
118480,2,2,1,2,2,1
118481,3,2,3,2,3,1
118485,2,2,2,-99,2,2
118486,1,-99,-99,2,1,1
118491,3,2,3,3,3,2
118492,2,1,1,-99,2,2
118501,2,2,1,2,2,1
118509,2,3,2,3,3,1
118512,3,3,3,3,3,1
118514,4,4,4,3,3,1
118516,3,2,-99,1,2,2
118517,3,3,3,2,2,2
118519,-99,1,1,1,1,2
118526,1,1,1,1,1,1
118535,2,-99,-99,1,-99,1
118538,1,1,1,-99,-99,2
118539,-99,1,1,1,-99,2
118540,-99,2,2,2,1,2
118542,2,2,2,-99,-99,1
118545,1,1,-99,-99,-99,1
118557,-99,2,3,3,2,1
118559,3,3,3,3,3,1
118561,2,2,2,2,2,2
